timestamp[us],anchor_id,nlos,distance[m],azimuth[degrees],elevation[degrees]
35881910,1,1,3.06,46.84,43.127
35881910,2,1,3.1,-24.41,14.38
35881910,3,1,3.26,-24.55,-22.22
36032195,0,0,3.1,2.116,-21.34
36032195,1,1,2.96,60,57.11
36032195,2,1,3.18,-24.115,13.12
36032195,3,1,3.3,-24.74,-22.9
36181942,0,0,3.1,2.64,-21.25
36181942,1,1,3.09,42.33,34.76
36181942,2,1,3.2,-25.101,14.68
36181942,3,1,3.28,-24.121,-21.15
36332024,0,0,3.08,3.18,-24.75
36332024,1,1,3.03,45.102,41.124
36332024,2,1,3.15,-25.82,12.28
36332024,3,1,3.21,-24.118,-21.17
36481985,0,0,3.05,2.81,-22.45
36481985,1,1,3,60,60
36481985,2,1,3.12,-22.125,14.83
36481985,3,1,3.23,-24.2,-23.44
36631915,0,0,3.15,2.57,-23.24
36631946,1,1,3.04,60,55.95
36631946,2,1,3.07,-26.89,11.43
36631946,3,0,3.31,-23.32,-23.15
36781998,0,0,3.06,2.79,-26.112
36781998,1,1,3,60,57.46
36781998,2,1,3.17,-23.67,10.65
36781998,3,1,3.27,-25.52,-23.45
36932160,0,0,3.03,2.65,-23.67
36932160,1,1,3.01,54.4,56.75
36932160,2,1,3.09,-24.82,13.28
36932160,3,1,3.25,-24.58,-21.108
37081999,0,0,3.07,3.15,-23.47
37081999,1,1,2.94,60,48
37081999,2,1,3.14,-23,10.95
37081999,3,1,3.23,-24.96,-20.105
37231959,0,0,3.06,2.26,-22.75
37231959,1,1,3.03,60,48
37231959,2,1,3.18,-24.38,13.65
37231959,3,0,3.31,-23.27,-23.59
37382011,0,0,3.05,2.7,-22.94
37382042,1,1,3.11,46.76,41.65
37382042,2,1,3.1,-25.41,12.5
37382042,3,1,3.23,-25.116,-21.63
37531972,0,0,3.03,3.12,-24.72
37531972,1,1,3.11,39.55,35.29
37531972,2,1,3.08,-26.35,11.34
37531972,3,1,3.25,-24.75,-22.1
37682024,0,0,3.1,3.25,-24.122
37682024,1,1,2.99,60,58.97
37682024,2,1,3.15,-24.5,14.116
37682024,3,1,3.26,-24.52,-21.57
37831984,0,0,3.09,2.65,-21.75
37831984,1,1,3.04,56.76,53.18
37831984,2,1,3.08,-24.125,13.55
37831984,3,1,3.26,-24.56,-22.38
37982208,0,0,3.07,2.22,-22.2
37982208,1,1,3.05,49.114,46.29
37982208,2,1,3.04,-25.38,12.96
37982239,3,1,3.24,-24.118,-22.93
38132016,0,0,3.08,2.113,-24.118
38132016,1,1,3.03,60,56.93
38132016,2,1,3.09,-23.12,13.5
38132016,3,1,3.25,-24.1,-22.75
38282221,0,0,3.1,2.66,-23.98
38282221,1,1,2.96,60,48
38282221,2,1,3.11,-24.42,12.126
38282221,3,1,3.25,-25.14,-23.2
38432090,0,0,3.1,2.117,-24.126
38432090,1,1,3.04,44.116,44.99
38432090,2,1,3.07,-24.103,13
38432090,3,1,3.21,-25.39,-23.108
38582172,0,0,3.08,2.106,-23.93
38582203,1,1,3.08,44.41,36.95
38582203,2,1,3.08,-24.26,13.14
38582203,3,0,3.3,-24.81,-23.83
38732072,0,0,3.09,2.125,-25.56
38732102,1,1,3.04,54.98,50.114
38732102,2,1,3.14,-24.96,11.65
38732102,3,1,3.26,-24.106,-21.56
38882276,0,0,3.02,3.6,-23.9
38882276,1,1,3.07,47.25,41.92
38882276,2,1,3.13,-25.32,12.42
38882276,3,1,3.27,-24.111,-21.55
39032103,0,0,3.07,3.12,-23.2
39032103,1,1,3.01,60,60
39032103,2,1,3.16,-28.125,13.127
39032103,3,1,3.25,-23.55,-22.38
39182064,0,0,3.08,2.46,-22.97
39182064,1,1,3.04,48.7,46.12
39182064,2,1,3.13,-25.13,8.79
39182064,3,1,3.25,-24.7,-23.81
39332116,0,0,3.05,3.12,-23.83
39332116,1,1,3,60,59.5
39332116,2,1,3.17,-24.99,12.85
39332116,3,1,3.28,-24.42,-21.118
39482077,0,0,3.06,2.32,-22.106
39482077,1,1,3,59.59,54.26
39482077,2,1,3.17,-24.64,10.6
39482077,3,1,3.24,-24.88,-22.83
39632098,0,0,3.07,2.43,-22.63
39632098,1,1,3.01,60,48
39632098,2,1,3.15,-22.22,12.34
39632129,3,0,3.29,-24.79,-22.84
39782059,0,0,3.05,1.127,-22.56
39782059,1,1,3.02,60,56.82
39782089,2,1,3.11,-23.69,11.88
39782089,3,1,3.27,-24.53,-24.125
39932099,0,0,3.09,3.41,-24.93
39932099,1,1,3.03,60,57.26
39932099,2,1,3.17,-23.11,12.68
39932099,3,0,3.28,-24.103,-22.9
40082090,0,0,3.06,2.72,-23.68
40082121,1,1,3.04,42.2,37.122
40082121,2,1,3.16,-25.35,14.42
40082121,3,1,3.28,-25.41,-23.34
40232264,0,0,3.08,2.56,-23.89
40232264,1,1,3.02,60,58.115
40232295,2,1,3.15,-22.87,14.113
40232295,3,1,3.23,-24.76,-22.31
40382133,0,0,3.07,3.85,-24.16
40382164,1,1,3.02,60,48
40382164,2,1,3.16,-25.12,12.2
40382164,3,1,3.28,-24.21,-22.94
40532216,0,0,3.08,2.73,-22.42
40532216,1,1,3.01,60,59.43
40532216,2,1,3.11,-24.9,13.49
40532216,3,1,3.23,-24.2,-23.25
40682146,0,0,3.07,3.2,-25.95
40682146,1,1,2.99,60,60
40682146,2,1,3.15,-26.51,13.7
40682177,3,1,3.22,-25.83,-23.74
40832412,0,0,3.07,3.33,-24.9
40832412,1,1,3.07,43.1,38.11
40832412,2,1,3.02,-23.88,12.62
40832412,3,1,3.32,-25.51,-23.118
40982178,0,0,3.04,2.22,-21.86
40982208,1,1,3.04,60,58.72
40982208,2,1,3.07,-24.104,13.28
40982208,3,1,3.25,-24.45,-21.71
41132138,0,0,3.06,2.45,-22.82
41132138,1,1,3.06,58.71,58.38
41132169,2,1,3.12,-24.13,15.39
41132169,3,1,3.24,-25.83,-21.108
41282190,0,0,3.04,2.109,-22.11
41282190,1,1,3,60,59.97
41282221,2,1,3.11,-23.17,17.59
41282221,3,1,3.25,-24.105,-21.1
41432334,0,0,3.04,2.86,-24.96
41432364,1,1,3,60,48
41432364,2,1,3.17,-24.33,11.23
41432364,3,1,3.27,-24.25,-23.6
41582203,0,0,3.09,2.1,-23.5
41582203,1,1,3,60,59.57
41582203,2,1,3.13,-22.29,12.25
41582203,3,1,3.24,-23.2,-22.35
41732163,0,0,3.09,2.82,-23.124
41732163,1,1,2.97,60,54.108
41732163,2,1,3.08,-23.57,14.27
41732163,3,1,3.29,-23.24,-22.74
41882154,0,0,3.07,2.29,-23.112
41882154,1,1,2.99,60,56.7
41882154,2,1,3.18,-25.2,9.127
41882185,3,1,3.24,-24.91,-22.1
42032164,0,0,3.1,3,-23.21
42032164,1,1,3.07,50.11,42.24
42032195,2,1,3.07,-25.96,11.12
42032195,3,1,3.24,-24,-22.76
42182339,0,0,3.06,2.106,-22.17
42182339,1,1,3.04,48.8,43.85
42182339,2,1,3.14,-26.3,12.105
42182339,3,1,3.26,-24.76,-22.116
42332177,0,0,3.11,2.99,-22.51
42332177,1,1,3,60,48
42332208,2,1,3.12,-24.104,14.56
42332208,3,0,3.26,-25.11,-22.77
42482412,0,0,3.07,3.33,-23.44
42482412,1,1,3.02,53.112,53.24
42482443,2,1,3.1,-28.121,7.124
42482443,3,1,3.19,-24.59,-20.24
42632251,0,0,3.06,2.4,-22.56
42632251,1,1,2.99,60,54.108
42632251,2,1,3.15,-24.89,14.87
42632281,3,1,3.23,-24.112,-22.87
42782364,0,0,3.08,3.35,-24.64
42782364,1,1,3.04,59.78,60
42782364,2,1,3.13,-25.124,12.58
42782394,3,0,3.28,-23.16,-21.3
42932252,0,0,3.07,2.12,-23.18
42932282,1,1,3.06,60,60
42932282,2,1,3.2,-21.2,14.6
42932282,3,0,3.29,-23.41,-22.4
43082426,0,0,3.11,3.27,-22.84
43082426,1,1,3.02,60,59.79
43082426,2,1,3.1,-26.83,11.9
43082426,3,0,3.28,-24.89,-22.39
43232295,0,0,3.11,2.112,-23.67
43232295,1,1,3.03,60,60
43232295,2,1,3.14,-26.9,11.108
43232295,3,1,3.34,-24.86,-21.29
43382561,0,0,3.04,2.113,-23.105
43382561,1,1,2.97,60,56.17
43382561,2,1,3.1,-27.95,11.1
43382591,3,1,3.23,-25.32,-23.105
43532277,0,0,3.11,3.43,-23.45
43532277,1,1,3,60,56.43
43532277,2,1,3.11,-24.37,15.52
43532277,3,1,3.31,-24.74,-21.5
43682238,0,0,3.04,2.108,-23.41
43682238,1,1,2.96,60,60
43682238,2,1,3.14,-25.42,13.9
43682238,3,1,3.23,-25.122,-22.51
43832259,0,0,3.08,3.116,-24.93
43832259,1,1,3.1,44.69,40.9
43832259,2,1,3.11,-23.78,17.8
43832259,3,1,3.23,-24.116,-23.89
43982269,0,0,3.09,2.47,-22.45
43982269,1,1,2.99,60,57.79
43982269,2,1,3.11,-27.6,13.6
43982269,3,0,3.25,-24.85,-22.127
44132260,0,0,3.05,3.38,-23.32
44132260,1,1,3.06,60,60
44132260,2,1,3.15,-24.8,16.71
44132260,3,0,3.3,-24.4,-22.84
44282282,0,0,3.08,3.22,-24.122
44282282,1,1,2.98,60,58.59
44282282,2,1,3.14,-25.72,10.25
44282282,3,1,3.29,-25.64,-23.7
44432456,0,0,3.11,3.5,-23.121
44432456,1,1,3.06,53.46,45.4
44432456,2,1,3.11,-26.63,11.47
44432456,3,1,3.25,-24.101,-21.15
44582355,0,0,3.05,2.105,-23.3
44582355,1,1,3.06,52.7,46.56
44582355,2,1,3.14,-25.73,12.112
44582355,3,1,3.24,-25.107,-23.15
44732591,0,0,3.04,2.58,-22.1
44732591,1,1,3.05,47.11,49.28
44732591,2,1,3.14,-27.96,10.127
44732591,3,1,3.22,-24.117,-21.14
44882338,0,0,3.1,2.24,-21.79
44882338,1,1,3,60,57.123
44882368,2,1,3.08,-25.68,13.31
44882368,3,1,3.28,-25.29,-23.45
45032439,0,0,3.06,2.116,-23.57
45032470,1,1,3.04,54.115,59.63
45032470,2,1,3.11,-25.105,14.35
45032470,3,1,3.24,-24.3,-22.64
45182369,0,0,3.06,3.2,-22.29
45182369,1,1,3.03,60,58.84
45182369,2,1,3.09,-24.107,10.59
45182400,3,1,3.25,-25.117,-23.15
45332513,0,0,3.04,2.97,-21.16
45332513,1,1,3.04,52.73,47.47
45332513,2,1,3.14,-24.107,11.25
45332513,3,1,3.28,-24.46,-21.103
45482382,0,0,3.03,2.38,-22.9
45482382,1,1,2.95,60,48
45482382,2,1,3.13,-24.125,14.126
45482382,3,1,3.27,-24.77,-22.6
45632373,0,0,3.12,3.5,-23.62
45632373,1,1,3.03,60,54.67
45632373,2,1,3.08,-24.113,12.69
45632403,3,1,3.25,-25.119,-23.58
45782333,0,0,3.11,2.59,-23.44
45782333,1,1,2.98,55.97,49.76
45782364,2,1,3.19,-24.7,12.26
45782364,3,1,3.26,-23.2,-22.122
45932343,0,0,3.03,3.4,-24.58
45932343,1,1,3.04,60,59.23
45932343,2,1,3.13,-26.81,13.5
45932374,3,1,3.31,-24.105,-23.91
46082395,0,0,3.09,3.5,-23.11
46082395,1,1,2.93,60,56.123
46082395,2,1,3.13,-21.43,15.65
46082395,3,0,3.33,-23.3,-22.53
46232356,0,0,3.08,2.88,-24.94
46232356,1,1,3.09,60,57.7
46232356,2,1,3.07,-23.94,12.28
46232386,3,1,3.27,-25.123,-23.74
46382591,0,0,3.09,2.118,-24.7
46382591,1,1,3,60,57.127
46382591,2,1,3.08,-23.33,13.5
46382591,3,1,3.25,-24.26,-21.78
46532430,0,0,3.1,2.11,-24.93
46532430,1,1,3.11,45.29,41.68
46532430,2,1,3.08,-23.73,16.44
46532460,3,1,3.25,-25.126,-22.115
46682543,0,0,3.1,2.58,-22.37
46682543,1,1,2.97,60,57.38
46682543,2,1,3.1,-22.6,15.108
46682543,3,0,3.29,-23.104,-22.114
46832381,0,0,3.09,3.48,-24.4
46832381,1,1,3,50.41,48.8
46832381,2,1,3.17,-23.43,11.75
46832381,3,1,3.26,-24.62,-21.35
46982544,0,0,3.06,2.55,-23.52
46982544,1,1,2.95,60,59.108
46982544,2,1,3.12,-22.19,11.113
46982574,3,1,3.24,-25.4,-21.7
47132474,0,0,3.07,2.78,-23.18
47132474,1,1,3.08,43.3,40.115
47132474,2,1,3.12,-23.58,14.28
47132474,3,1,3.25,-25.55,-23.97
47282587,0,0,3.05,2.72,-21.24
47282587,1,1,3,60,54.109
47282587,2,1,3.18,-24.54,10.101
47282587,3,1,3.26,-24.104,-22.58
47432456,0,0,3.04,3.26,-22.6
47432456,1,1,3.06,60,60
47432456,2,1,3.18,-23.13,12.8
47432486,3,1,3.25,-25.113,-23.118
47582569,0,0,3.12,2.69,-22.103
47582569,1,1,3.09,47.105,39.115
47582569,2,1,3.1,-23.99,12.123
47582569,3,1,3.31,-25.64,-24.32
47732469,0,0,3.07,3.49,-23.79
47732469,1,1,3.02,49.64,44.99
47732469,2,1,3.14,-24.9,15.41
47732499,3,0,3.31,-23.7,-23.31
47882429,0,0,3.07,3.7,-23.15
47882429,1,1,3.03,47.47,45.93
47882429,2,1,3.06,-23.81,14.77
47882429,3,0,3.26,-24.75,-21.57
48032439,0,0,3.03,3.32,-24.5
48032439,1,1,3.02,52.82,49.82
48032439,2,1,3.11,-22.2,16.35
48032470,3,0,3.24,-24.81,-21.16
48182461,0,0,3.08,3.3,-23.9
48182461,1,1,3.08,47.27,42.91
48182461,2,1,3.16,-23.84,11.54
48182461,3,1,3.24,-23.25,-21.65
48332757,0,0,3.07,2.38,-22.8
48332757,1,1,2.99,60,56.9
48332757,2,1,3.06,-23.127,11.91
48332757,3,1,3.33,-25.67,-22.2
48482473,0,0,3.07,2.48,-22.86
48482473,1,1,3,55.127,60
48482473,2,1,3.16,-22.14,12.94
48482473,3,1,3.23,-25.36,-23.93
48632647,0,0,3.07,2.54,-22.67
48632647,1,1,2.98,60,48
48632647,2,1,3.17,-22.34,13.21
48632647,3,1,3.26,-24.4,-23.99
48782486,0,0,3.13,2.1,-22.21
48782486,1,1,3.03,56.55,54.1
48782486,2,1,3.15,-22.25,15.99
48782486,3,1,3.21,-24.29,-22.74
48932648,0,0,3.05,2.14,-22.94
48932648,1,1,3.04,60,55.94
48932648,2,1,3.1,-22.16,16.105
48932648,3,1,3.26,-25.127,-22.16
49082548,0,0,3.05,1.126,-22.55
49082548,1,1,2.96,60,48
49082548,2,1,3.11,-23.1,14.52
49082548,3,0,3.27,-24.1,-22.38
49232631,0,0,3.11,2.4,-21.45
49232631,1,1,2.98,60,57.41
49232631,2,1,3.08,-23.55,16.101
49232631,3,1,3.28,-25.43,-21.5
49382561,0,0,3.05,3.31,-24.12
49382561,1,1,2.91,60,56.12
49382561,2,1,3.05,-23.61,11.5
49382561,3,1,3.27,-24.114,-20.39
49532735,0,0,3.1,3.18,-24.74
49532735,1,1,3.02,56.93,55
49532765,2,1,3.1,-24.33,12.1
49532765,3,1,3.26,-25.47,-23.107
49682543,0,0,3.08,3.6,-23.59
49682573,1,1,3.03,60,56.82
49682573,2,1,3.08,-24.56,13.46
49682573,3,1,3.21,-24.124,-22.28
49832625,0,0,3.07,2.11,-23.48
49832625,1,1,3.12,42.7,36.65
49832625,2,1,3.15,-24.95,14.64
49832625,3,0,3.33,-24.8,-23.46
49982574,0,0,3.08,2.78,-21.4
49982574,1,1,2.97,60,53.31
49982605,2,1,3.15,-26.121,12
49982605,3,0,3.29,-24.108,-21.6
50132535,0,0,3.11,2.103,-22.55
50132535,1,1,2.95,60,55.106
50132535,2,1,3.04,-25.107,8.92
50132565,3,0,3.32,-24,-21.7
50282556,0,0,3.09,2.65,-22.103
50282556,1,1,3.02,60,59.11
50282556,2,1,3.07,-22.57,14.6
50282556,3,1,3.23,-24.82,-22.53
50432547,0,0,3.1,3.74,-23.79
50432547,1,1,3.1,39.7,34.99
50432547,2,1,3.16,-23.5,12.75
50432547,3,0,3.34,-24.111,-22.12
50582722,0,0,3.07,3,-24.104
50582722,1,1,3,60,51.45
50582722,2,1,3.21,-23.4,11.34
50582722,3,1,3.26,-24.102,-22.82
50732560,0,0,3.14,2.126,-23.34
50732560,1,1,3.05,50.89,44.32
50732591,2,1,3.16,-25.127,9.17
50732591,3,1,3.28,-24.51,-20.105
50882673,0,0,3.07,2.79,-22.13
50882673,1,1,3.01,51.27,51.65
50882673,2,1,3.17,-26.46,13.49
50882673,3,1,3.28,-24.16,-22.63
51032622,0,0,3.1,2.33,-21.73
51032622,1,1,2.93,60,56
51032622,2,1,3.06,-24.109,11.65
51032653,3,0,3.31,-25.96,-22.106
51182796,0,0,3.01,3.63,-24.127
51182796,1,1,2.97,60,48
51182796,2,1,3.14,-22.12,12.113
51182796,3,1,3.25,-24.59,-23.65
51332665,0,0,3.06,3.32,-23.4
51332665,1,1,3.03,51.73,47.94
51332665,2,1,3.16,-23.13,12.114
51332665,3,1,3.28,-24.4,-22.109
51482717,0,0,3.06,2.109,-22.79
51482717,1,1,3.07,60,59.126
51482717,2,1,3.12,-24.119,13.31
51482717,3,1,3.31,-24.29,-22.107
51632678,0,0,3.07,3.2,-24.116
51632678,1,1,3.05,45.56,40.18
51632678,2,1,3.11,-22.17,10.106
51632678,3,0,3.28,-25.127,-23.61
51782791,0,0,3.1,3.1,-22.48
51782791,1,1,3.07,45.126,34.124
51782822,2,1,3.11,-24.119,13.15
51782822,3,0,3.27,-23.51,-23.77
51932618,0,0,3.07,2.67,-22.7
51932618,1,1,3.11,45.28,42.2
51932648,2,1,3.15,-23.126,10.39
51932648,3,0,3.24,-23.57,-21.28
52082640,0,0,3.11,2.107,-23.71
52082640,1,1,3.01,60,57.38
52082640,2,1,3.15,-22.64,14.85
52082640,3,1,3.25,-24.27,-23.32
52232692,0,0,3.08,2.113,-23.82
52232692,1,1,3.02,51.99,55.24
52232692,2,1,3.11,-24.2,12.79
52232692,3,0,3.27,-23.84,-22.76
52382652,0,0,3.04,2.91,-22.27
52382652,1,1,2.98,60,59.99
52382652,2,1,3.1,-24.121,16.124
52382652,3,1,3.25,-25.11,-23.5
52532765,0,0,3.03,2.77,-21.64
52532765,1,1,3.01,60,55.72
52532765,2,1,3.19,-22.11,11.109
52532796,3,1,3.25,-23.39,-22.69
52682665,0,0,3.03,3.88,-24.47
52682665,1,1,3.03,49.106,42.118
52682665,2,1,3.14,-23.13,11.98
52682665,3,1,3.25,-25.8,-22.4
52832839,0,0,3.11,3.13,-23.41
52832839,1,1,2.97,60,56.124
52832869,2,1,3.11,-26.29,13.56
52832869,3,0,3.29,-24.49,-23.21
52982666,0,0,3.07,2.117,-22.82
52982666,1,1,3,60,54.114
52982696,2,1,3.11,-25.17,11.73
52982696,3,1,3.24,-25.115,-23.61
53132901,0,0,3.04,3.35,-23.8
53132901,1,1,3.09,44.59,43.24
53132901,2,1,3.11,-25.124,13.91
53132901,3,1,3.25,-24.5,-22.29
53282740,0,0,3.09,2.112,-23.1
53282740,1,1,3.02,60,56.126
53282740,2,1,3.14,-23.27,16.34
53282740,3,1,3.24,-25.127,-22.87
53432822,0,0,3.06,2.41,-22.91
53432822,1,1,2.95,60,57.101
53432853,2,1,3.05,-23.28,11.9
53432853,3,1,3.29,-23,-20.39
53582722,0,0,3.09,3.44,-23.12
53582722,1,1,2.99,60,60
53582752,2,1,3.15,-25.107,6.64
53582752,3,1,3.25,-24.45,-23.109
53732804,0,0,3.04,2.88,-23.5
53732804,1,1,3.07,49.95,48.22
53732804,2,1,3.15,-25.3,13.9
53732804,3,1,3.27,-24.4,-22.105
53882734,0,0,3.03,2.53,-22.14
53882765,1,1,3,60,55.102
53882765,2,1,3.17,-22.2,11.12
53882765,3,0,3.29,-24.94,-24.114
54032714,0,0,3.06,2.105,-23.3
54032714,1,1,3.03,60,57.47
54032714,2,1,3.14,-23.89,10.14
54032714,3,0,3.31,-24.48,-24.85
54182796,0,0,3.05,2.86,-22.59
54182796,1,1,3.06,46.109,42.107
54182796,2,1,3.12,-22.121,9.88
54182796,3,0,3.26,-25.52,-23.69
54332726,0,0,3.06,3.2,-23.29
54332726,1,1,3.02,60,59.118
54332726,2,1,3.15,-21.16,13.112
54332726,3,0,3.26,-24.69,-23.33
54482748,0,0,3.07,2.49,-23.104
54482748,1,1,3.02,51.89,49.31
54482748,2,1,3.17,-22.122,15.107
54482748,3,0,3.33,-24.79,-23.13
54632739,0,0,3.08,3.33,-23.94
54632739,1,1,3.03,55.63,51.68
54632739,2,1,3.18,-22.4,10.2
54632739,3,0,3.32,-24.15,-21.19
54782913,0,0,3.07,2.7,-22.64
54782913,1,1,3,60,60
54782913,2,1,3.13,-23.69,16.101
54782913,3,1,3.31,-24.116,-22.96
54932740,0,0,3.07,2.62,-21.5
54932740,1,1,2.98,60,59.48
54932740,2,1,3.07,-26.65,12.12
54932771,3,0,3.26,-24.31,-23.88
55082945,0,0,3.11,2.48,-21.2
55082945,1,1,3.06,46,36.13
55082945,2,1,3.15,-22.96,12.18
55082945,3,0,3.27,-24.106,-23.48
55232753,0,0,3.04,2.44,-22.47
55232753,1,1,2.99,60,60
55232753,2,1,3.13,-24.23,7.25
55232753,3,1,3.26,-24.9,-22.95
55383018,0,0,3.09,2.51,-22.109
55383018,1,1,3.11,43.75,35.47
55383049,2,1,3.13,-23.84,9.123
55383049,3,1,3.26,-25.44,-22.1
55532826,0,0,3.06,2.126,-23.35
55532857,1,1,3.08,49.31,43.123
55532857,2,1,3.13,-23.35,13.74
55532857,3,1,3.26,-26.113,-23.33
55683062,0,0,3.1,3.23,-23.54
55683062,1,1,3.06,48.88,42.52
55683062,2,1,3.07,-23.28,7.71
55683062,3,0,3.28,-23.41,-22.42
55832808,0,0,3.07,3.9,-24.46
55832808,1,1,2.98,60,53.69
55832808,2,1,3.05,-23.26,15.99
55832839,3,1,3.24,-24,-23.55
55982788,0,0,3.08,2.34,-22.12
55982788,1,1,3,60,60
55982788,2,1,3.1,-23.11,11.43
55982788,3,1,3.24,-24.28,-21.41
56132840,0,0,3.09,3.8,-22.27
56132871,1,1,3.03,60,58.32
56132871,2,1,3.18,-23.35,10.102
56132871,3,1,3.27,-25.81,-21.2
56282801,0,0,3.1,3.57,-21.6
56282831,1,1,2.96,60,56.89
56282831,2,1,3.03,-23.79,10.106
56282831,3,1,3.23,-25.104,-23.1
56432853,0,0,3.04,3.15,-24.78
56432883,1,1,3.04,48.106,45.9
56432883,2,1,3.14,-23.29,11.72
56432883,3,1,3.18,-24.12,-22.47
56582813,0,0,3.1,3.58,-24.8
56582844,1,1,3.07,54.103,47.109
56582844,2,1,3.08,-22.14,15.76
56582844,3,1,3.26,-24.9,-23.21
56733048,0,0,3.08,3.27,-23.92
56733048,1,1,2.96,60,60
56733079,2,1,3.07,-23.78,15.4
56733079,3,1,3.3,-24.74,-20.3
56882826,0,0,3.11,2.63,-23.125
56882826,1,1,3.03,51.109,49.97
56882826,2,1,3.16,-24.89,10.9
56882826,3,1,3.3,-24.88,-21.89
57032836,0,0,3.1,2.59,-24.86
57032836,1,1,3,60,59.31
57032866,2,1,3.18,-23.1,16.65
57032866,3,1,3.27,-24.83,-21.35
57182857,0,0,3.09,3.74,-24.82
57182857,1,1,3.05,52.44,47.5
57182857,2,1,3.17,-22.126,13.108
57182888,3,1,3.23,-25.87,-22.108
57332879,0,0,3.08,3.97,-24.94
57332879,1,1,2.98,60,59.6
57332879,2,1,3.14,-23.96,15.13
57332909,3,1,3.27,-24.73,-22.57
57482901,0,0,3.06,3.19,-23.59
57482931,1,1,3.06,45.41,37.6
57482931,2,1,3.14,-21.48,16.101
57482931,3,0,3.33,-24.46,-23.83
57632861,0,0,3.08,2.114,-21.3
57632861,1,1,3,60,58.74
57632861,2,1,3.04,-21.46,15.41
57632861,3,0,3.32,-24.3,-22.116
57782944,0,0,3.03,3.107,-23.18
57782944,1,1,3.02,57.49,56.1
57782944,2,1,3.11,-24.19,4.2
57782944,3,1,3.23,-24.112,-23.124
57932893,0,0,3.1,2.2,-22.86
57932893,1,1,3.08,46.1,42.47
57932893,2,1,3.17,-23.103,11.99
57932923,3,0,3.31,-25.121,-21.3
58082945,0,0,3.05,3.29,-24.112
58082945,1,1,3.04,60,58.102
58082975,2,1,3.14,-22.78,12.14
58082975,3,1,3.24,-25.102,-21.112
58232905,0,0,3.1,2.111,-23.42
58232905,1,1,2.99,60,57.57
58232905,2,1,3.12,-22.59,12.12
58232905,3,1,3.21,-24.67,-22.108
58382927,0,0,3.11,3.14,-24.105
58382957,1,1,3.03,60,59.32
58382957,2,1,3.14,-23.28,13.5
58382957,3,0,3.28,-24.64,-22.18
58532887,0,0,3.11,3.76,-23.48
58532918,1,1,3,60,55.31
58532918,2,1,3.1,-23.33,11.84
58532918,3,1,3.26,-24.105,-22.92
58683092,0,0,3.07,2.16,-23.82
58683092,1,1,2.99,60,58.8
58683123,2,1,3.14,-22.48,12.62
58683123,3,1,3.27,-24.79,-22.8
58832900,0,0,3.05,2.122,-23.73
58832900,1,1,3,59.82,60
58832930,2,1,3.16,-23.9,12.98
58832930,3,1,3.26,-24.1,-23.24
58982940,0,0,3.11,2.107,-23.87
58982940,1,1,3.05,46.42,36.103
58982971,2,1,3.18,-25.126,9.9
58982971,3,1,3.26,-24.14,-23.79
59132932,0,0,3.11,3.43,-23.73
59132932,1,1,3.02,60,59.113
59132932,2,1,3.11,-23.48,10.9
59132962,3,1,3.22,-23.3,-21.56
59282923,0,0,3.08,3.6,-24.77
59282953,1,1,2.95,60,55.44
59282953,2,1,3.13,-20.12,15.71
59282953,3,1,3.26,-23.22,-21.55
59433005,0,0,3.08,2.33,-22.36
59433005,1,1,3.03,60,55.127
59433005,2,1,3.17,-22.91,12.93
59433005,3,1,3.26,-23.49,-21.37
59582935,0,0,3.12,3.53,-23.38
59582935,1,1,2.94,60,48
59582935,2,1,3.03,-27.61,11.65
59582966,3,1,3.26,-24.1,-21.119
59732987,0,0,3.04,2.115,-23.62
59733018,1,1,2.95,60,59.61
59733018,2,1,3.1,-24.87,13.89
59733018,3,1,3.29,-25.7,-22.16
59882978,0,0,3.09,2.119,-23.35
59882978,1,1,3.04,48.2,37.97
59882978,2,1,3.13,-24.122,11.65
59882978,3,1,3.26,-24.35,-22.39
60033019,0,0,3.09,2.8,-22.124
60033019,1,1,3.04,60,60
60033019,2,1,3.11,-23.9,13.2
60033019,3,1,3.32,-25.111,-21.6
60182979,0,0,3.06,2.62,-21.7
60182979,1,1,3.04,60,60
60182979,2,1,3.12,-25.101,16.57
60182979,3,1,3.28,-25.98,-23.125
60333032,0,0,3.06,2.86,-23.6
60333032,1,1,2.99,60,60
60333032,2,1,3.12,-23.112,13.6
60333032,3,1,3.2,-24.3,-23.65
60482992,0,0,3.05,2.119,-24.85
60482992,1,1,3.06,49.42,42.39
60482992,2,1,3.09,-23.96,12.45
60483023,3,0,3.33,-24.11,-21.19
60632983,0,0,3.04,3.37,-24.11
60632983,1,1,2.99,60,60
60632983,2,1,3.15,-21.51,17.72
60632983,3,0,3.33,-24.39,-21.47
60783035,0,0,3.09,2.117,-22.11
60783035,1,1,3.07,52.121,50.96
60783035,2,1,3.18,-23.92,11.102
60783035,3,1,3.26,-24.107,-22.102
60933045,0,0,3.11,2.43,-21.6
60933045,1,1,2.99,52,49.7
60933045,2,1,3.16,-23.106,8.73
60933076,3,1,3.24,-24.55,-21.117
61083036,0,0,3.07,3.41,-24.112
61083036,1,1,3.04,60,55.77
61083036,2,1,3.14,-24.116,16.52
61083036,3,1,3.24,-24.73,-23.78
61233027,0,0,3.12,3.45,-24.66
61233027,1,1,3.03,60,58.118
61233027,2,1,3.11,-23.58,14.53
61233027,3,1,3.26,-24.79,-23.57
61383079,0,0,3.07,2.81,-22.102
