timestamp[us],anchor_id,nlos,distance[m],azimuth[degrees],elevation[degrees]
61383079,1,1,3.06,60,56.26
61383110,2,1,3.08,-22.14,12.8
61383110,3,1,3.23,-24.16,-23.106
61533040,0,0,3.07,2.123,-24.99
61533040,1,1,3.06,43.8,40.1
61533040,2,1,3.11,-24.36,12.31
61533040,3,1,3.31,-24.95,-21.39
61683092,0,0,3.08,3,-23.22
61683092,1,1,3.1,40.118,35.126
61683092,2,1,3.11,-21,13.23
61683092,3,1,3.33,-24.52,-23.87
61833022,0,0,3.03,3.83,-24.8
61833053,1,1,2.97,60,51.65
61833053,2,1,3.18,-23.27,13.7
61833053,3,1,3.21,-24.32,-22.85
61983124,0,0,3.04,3.17,-23.79
61983124,1,1,3.03,47.41,41.25
61983124,2,1,3.11,-21.85,14.9
61983124,3,1,3.31,-24.102,-21.62
62133084,0,0,3.16,2.104,-22
62133084,1,1,3.04,49.73,45.32
62133084,2,1,3.11,-23.24,15.41
62133084,3,1,3.21,-24.124,-22.78
62283106,0,0,3.06,2.118,-23.59
62283106,1,1,3.04,48.5,40.101
62283106,2,1,3.1,-23.54,7
62283136,3,1,3.26,-24,-23.9
62433066,0,0,3.06,3.32,-22.55
62433066,1,1,2.99,60,58.64
62433066,2,1,3.08,-23.47,11.36
62433097,3,0,3.32,-24.87,-21.52
62583118,0,0,3.03,3.68,-23.49
62583118,1,1,3,60,48
62583118,2,1,3.2,-22.1,16.116
62583118,3,0,3.32,-23.54,-21.44
62733079,0,0,3.09,2.34,-22.111
62733109,1,1,2.98,60,55.112
62733109,2,1,3.09,-23.4,14.9
62733109,3,0,3.33,-24.77,-23.112
62883192,0,0,3.12,2.107,-22.88
62883223,1,1,3.08,60,48
62883223,2,1,3.11,-23.3,10.11
62883223,3,1,3.29,-24.23,-23.127
63033110,0,0,3.1,2.99,-23.68
63033110,1,1,3,60,59.117
63033110,2,1,3.16,-22.95,11.51
63033110,3,0,3.29,-24.102,-22.4
63183376,0,0,3.13,3.12,-23.122
63183376,1,1,3,60,48
63183407,2,1,3.14,-23.38,10.74
63183407,3,0,3.33,-24.114,-22.5
63333184,0,0,3.06,3.61,-23.71
63333184,1,1,3.06,43.42,37.119
63333184,2,1,3.13,-24.54,12.124
63333184,3,0,3.31,-24.116,-23.89
63483297,0,0,3.07,2.53,-22.108
63483297,1,1,3.07,42.116,37.89
63483297,2,1,3.01,-23.79,12.76
63483297,3,1,3.28,-25.5,-25.33
63633197,0,0,3.07,2.53,-20.46
63633197,1,1,3.1,43.89,39.89
63633197,2,1,3.18,-22.58,15.67
63633197,3,0,3.31,-24.12,-21.2
63783279,0,0,3.09,3.3,-23.8
63783279,1,1,2.98,60,55.112
63783279,2,1,3.16,-23.37,13.58
63783310,3,1,3.25,-24.46,-23.66
63933198,0,0,3.07,3.67,-24.46
63933198,1,1,2.99,60,60
63933198,2,1,3.11,-23.56,12.107
63933198,3,1,3.26,-24.68,-23.66
64083158,0,0,3.07,2.53,-20.8
64083158,1,1,3.07,50.27,41.5
64083158,2,1,3.08,-23.3,14.106
64083158,3,1,3.25,-25.91,-23.2
64233210,0,0,3.08,2.97,-23.108
64233210,1,1,3.09,46.11,40.72
64233241,2,1,3.09,-23.64,12.5
64233241,3,1,3.23,-25.46,-24.109
64383171,0,0,3.04,3.48,-22.14
64383171,1,1,2.99,60,50.1
64383171,2,1,3.16,-23.49,11.81
64383171,3,1,3.22,-24.52,-22.115
64533223,0,0,3.11,3.34,-23.64
64533223,1,1,3,60,53.103
64533223,2,1,3.11,-22.59,11.71
64533223,3,0,3.28,-23.1,-22.1
64683184,0,0,3.05,2.74,-23.7
64683184,1,1,3.04,50.98,44.21
64683184,2,1,3.06,-23.125,10.24
64683184,3,1,3.27,-23.13,-21.72
64833175,0,0,3.03,3.72,-22.35
64833175,1,1,2.98,60,55.68
64833205,2,1,3.11,-23.112,9.126
64833205,3,0,3.28,-23.23,-21.108
64983185,0,0,3.13,2.46,-23.115
64983215,1,1,2.98,60,50.55
64983215,2,1,3.12,-23.112,15.9
64983215,3,1,3.28,-25.59,-23.22
65133450,0,0,3.07,2.8,-22.86
65133450,1,1,3.06,44.101,35.114
65133481,2,1,3.18,-23.94,15.62
65133481,3,1,3.23,-24.84,-22.13
65283289,0,0,3.06,2.1,-23.118
65283289,1,1,3.1,41.106,35.114
65283289,2,1,3.13,-22.102,14.96
65283289,3,1,3.25,-25.123,-22.54
65433463,0,0,3.07,3.37,-23.15
65433463,1,1,3,52.109,48.68
65433493,2,1,3.11,-23.13,12.12
65433493,3,0,3.27,-23.52,-22.111
65583271,0,0,3.06,2.99,-23.104
65583271,1,1,3.01,60,57.63
65583271,2,1,3.11,-23.107,12.33
65583271,3,1,3.31,-24.82,-22.67
65733384,0,0,3.06,2.91,-22.38
65733384,1,1,3.07,52.2,48.123
65733384,2,1,3.18,-23.39,13.58
65733415,3,0,3.29,-23.3,-21.95
65883253,0,0,3.11,2.14,-21.19
65883253,1,1,2.98,60,60
65883253,2,1,3.08,-25.67,11.115
65883284,3,1,3.23,-24.18,-22.5
66033233,0,0,3.07,3.3,-26.12
66033233,1,1,3.04,60,58.55
66033233,2,1,3.1,-23.21,14.12
66033263,3,1,3.23,-24.93,-20.6
66183285,0,0,3.06,2.92,-22.17
66183285,1,1,3.01,60,55.76
66183315,2,1,3.12,-24.24,10.66
66183315,3,1,3.26,-24.1,-21.79
66333428,0,0,3.04,2.113,-23.36
66333428,1,1,3.04,60,60
66333428,2,1,3.09,-23.1,13.97
66333428,3,1,3.21,-25.11,-22.36
66483297,0,0,3.11,3.4,-24.9
66483297,1,1,3.03,60,57.11
66483328,2,1,3.09,-23.116,14.31
66483328,3,1,3.25,-25.83,-23.14
66633258,0,0,3.07,2.108,-24.78
66633258,1,1,2.93,60,60
66633258,2,1,3.14,-25.58,11.14
66633258,3,1,3.2,-25.125,-22.2
66783310,0,0,3.07,2.101,-24.118
66783310,1,1,2.98,60,48
66783310,2,1,3.11,-22.29,16.71
66783310,3,1,3.3,-25.74,-22.29
66933289,0,0,3.06,2.106,-23.16
66933289,1,1,2.95,60,48
66933289,2,1,3.14,-23.126,13.117
66933289,3,0,3.25,-23.38,-23.115
67083463,0,0,3.05,3.15,-23.106
67083463,1,1,3.01,60,59.113
67083463,2,1,3.15,-24.122,14.96
67083463,3,1,3.26,-25.66,-24.91
67233332,0,0,3.1,2.98,-22.63
67233332,1,1,3.02,60,60
67233332,2,1,3.15,-21.29,16.41
67233363,3,1,3.22,-24.101,-21.23
67383537,0,0,3.02,3.73,-24.58
67383537,1,1,3.04,49.91,43.1
67383537,2,1,3.17,-26.92,13.54
67383537,3,1,3.26,-24.101,-21.113
67533345,0,0,3.09,1.122,-22.54
67533376,1,1,2.96,60,57.92
67533376,2,1,3.18,-24.81,13.11
67533376,3,1,3.3,-24.101,-21.48
67683489,0,0,3.04,2.63,-24.81
67683489,1,1,3.01,53.119,49.86
67683519,2,1,3.08,-18.79,14.121
67683519,3,1,3.23,-23.119,-21.9
67833388,0,0,3.03,2.126,-24.98
67833388,1,1,3.09,41.94,40.111
67833388,2,1,3.16,-23.85,15.65
67833388,3,1,3.3,-25.117,-23.73
67983490,0,0,3.09,2.112,-23.24
67983490,1,1,2.99,60,60
67983490,2,1,3.16,-22.13,9.113
67983490,3,0,3.26,-24.59,-23.37
68133389,0,0,3.05,2.44,-22.38
68133389,1,1,3.09,47.89,43.11
68133389,2,1,3.13,-22.71,13.12
68133389,3,1,3.29,-24.92,-23.32
68283502,0,0,3.07,2.127,-22.28
68283502,1,1,3.04,46.109,41.115
68283533,2,1,3.18,-23.31,13.104
68283533,3,1,3.29,-25.2,-23.22
68433402,0,0,3.04,2.51,-22.106
68433402,1,1,3.01,60,59.7
68433402,2,1,3.11,-21.2,12.112
68433402,3,1,3.25,-24.127,-21.79
68583362,0,0,3.1,2.18,-22.3
68583362,1,1,3.09,44.126,42.104
68583362,2,1,3.07,-23.17,13.12
68583362,3,1,3.26,-24.8,-22.95
68733354,0,0,3.09,3.27,-23.56
68733354,1,1,2.96,60,57.115
68733354,2,1,3.14,-23.41,11.118
68733354,3,1,3.19,-24.8,-21.65
68883345,0,0,3.08,2.5,-21.59
68883345,1,1,2.99,60,59.114
68883345,2,1,3.06,-23.46,12.77
68883345,3,1,3.22,-26.6,-23.94
69033568,0,0,3.06,2.83,-21.8
69033568,1,1,3.04,48,55.12
69033568,2,1,3.12,-25.69,11.95
69033568,3,1,3.26,-24.34,-24.92
69183376,0,0,3.13,3.19,-24.61
69183376,1,1,2.96,60,52.63
69183376,2,1,3.14,-24.64,13.73
69183376,3,1,3.3,-24.72,-21.36
69333550,0,0,3.07,2.6,-22.21
69333550,1,1,3.07,47.38,39.26
69333550,2,1,3.09,-23.38,12.9
69333550,3,1,3.24,-25.93,-22.98
69483450,0,0,3.08,3.11,-24.101
69483450,1,1,3.02,60,58.25
69483450,2,1,3.14,-24.31,13.79
69483450,3,1,3.32,-24.82,-23.26
69633593,0,0,3.02,2.82,-23.101
69633624,1,1,3.04,54.1,50.6
69633624,2,1,3.15,-23.47,10.51
69633624,3,1,3.27,-24.81,-22.14
69783462,0,0,3.05,3.64,-23.33
69783462,1,1,3.03,55.11,49.81
69783462,2,1,3.07,-24.92,12.43
69783462,3,1,3.21,-25.105,-23.105
69933595,0,0,3.06,2.117,-22.28
69933595,1,1,3.06,44.65,38.105
69933595,2,1,3.16,-25.59,17.25
69933595,3,0,3.32,-24.66,-22.57
70083463,0,0,3.11,2.92,-23.33
70083494,1,1,3.02,60,58.114
70083494,2,1,3.09,-24.125,12.17
70083494,3,1,3.26,-24.117,-21.49
70233577,0,0,3.09,2.88,-22.43
70233577,1,1,3,60,57.43
70233607,2,1,3.08,-24.25,15.41
70233607,3,1,3.28,-24.18,-23.104
70383476,0,0,3.05,2.87,-22.48
70383476,1,1,3.08,35.4,32.65
70383507,2,1,3.1,-22.93,15.112
70383507,3,1,3.24,-24.9,-23.31
70533437,0,0,3.07,3.3,-24.27
70533437,1,1,3.01,54.21,53.9
70533437,2,1,3.11,-22.2,13.5
70533437,3,0,3.33,-24.51,-23.106
70683428,0,0,3.03,2.5,-21.124
70683428,1,1,2.97,60,58.62
70683428,2,1,3.09,-23.82,12.115
70683458,3,0,3.29,-24.62,-22.97
70833449,0,0,3.08,3.54,-24.8
70833449,1,1,3.05,51.19,47.61
70833449,2,1,3.11,-24.27,13.5
70833449,3,1,3.27,-25.113,-23.116
70983459,0,0,3.09,3.8,-24.91
70983459,1,1,2.98,60,58.63
70983459,2,1,3.06,-22.65,14.72
70983459,3,1,3.2,-24.19,-22.23
71133481,0,0,3.1,3.79,-23.49
71133481,1,1,3.12,39.127,34.114
71133481,2,1,3.13,-24.125,13.118
71133481,3,1,3.26,-24.87,-22.115
71283624,0,0,3.09,2.43,-21.9
71283624,1,1,3,60,55.91
71283624,2,1,3.09,-23.93,12.105
71283655,3,1,3.24,-25.35,-23.106
71433493,0,0,3.07,2.46,-22.122
71433493,1,1,3.08,40.74,38.25
71433493,2,1,3.13,-23.23,15.96
71433493,3,1,3.21,-24.106,-22.68
71583820,0,0,3.08,2.62,-22.8
71583820,1,1,3.09,42.127,37.21
71583820,2,1,3.08,-22.44,15.86
71583820,3,1,3.32,-24.41,-21.22
71733537,0,0,3.09,2.28,-22.107
71733537,1,1,3.08,45.119,42.63
71733537,2,1,3.11,-22.3,17.7
71733567,3,1,3.26,-25.14,-23.85
71883619,0,0,3.1,2.113,-22.12
71883619,1,1,3.01,60,60
71883619,2,1,3.12,-24.97,14.114
71883619,3,1,3.19,-24.113,-22.9
72033568,0,0,3.04,2.96,-23.3
72033568,1,1,3.02,58.72,60
72033568,2,1,3.18,-26.9,12.44
72033568,3,1,3.26,-24.1,-23.14
72183834,0,0,3.08,2.123,-24.121
72183834,1,1,3.05,60,57.124
72183834,2,1,3.2,-27.106,14.107
72183834,3,0,3.25,-24.1,-23.122
72333550,0,0,3.06,2.49,-22.83
72333550,1,1,3,60,58.5
72333550,2,1,3.17,-23.52,15.37
72333581,3,1,3.24,-25.96,-22.96
72483724,0,0,3.06,2.114,-23.65
72483724,1,1,3.1,41.16,40.32
72483724,2,1,3.13,-22.46,15.12
72483724,3,1,3.24,-24.12,-21.77
72633532,0,0,3.09,2.109,-22.9
72633532,1,1,2.99,60,58.1
72633532,2,1,3.09,-23.36,14.43
72633532,3,1,3.23,-24.68,-21.72
72783523,0,0,3.03,2.36,-23.18
72783523,1,1,3.01,60,48
72783523,2,1,3.18,-22.39,14.79
72783523,3,1,3.25,-26.97,-23.19
72933595,0,0,3.05,2.11,-23.62
72933595,1,1,2.98,60,58.5
72933595,2,1,3.05,-25.93,14.117
72933595,3,1,3.24,-25.112,-20.58
73083555,0,0,3.08,2.35,-22.113
73083555,1,1,2.98,60,58.62
73083555,2,1,3.12,-25.6,11.88
73083555,3,1,3.27,-24.87,-22.26
73233790,0,0,3.08,2.11,-21.15
73233790,1,1,3.01,60,56.87
73233790,2,1,3.09,-23.61,15.116
73233821,3,0,3.33,-24.99,-24.8
73383568,0,0,3.08,2.51,-22
73383568,1,1,3.07,47.62,42.33
73383568,2,1,3.08,-24.33,11.84
73383568,3,1,3.26,-24.25,-22.116
73533711,0,0,3.07,3.7,-23.72
73533711,1,1,2.98,60,56.1
73533711,2,1,3.11,-22.8,12.125
73533711,3,1,3.25,-25.69,-23.48
73683580,0,0,3.03,2.55,-21.13
73683580,1,1,3.09,50.56,49.29
73683580,2,1,3.15,-22.83,13.61
73683580,3,1,3.24,-24.95,-23.95
73833724,0,0,3.08,3.37,-24.122
73833724,1,1,2.99,60,60
73833724,2,1,3.14,-22.28,13.117
73833724,3,1,3.28,-25.113,-21.97
73983642,0,0,3.05,2.93,-22.71
73983642,1,1,3.12,44.41,41.2
73983673,2,1,3.1,-24.12,13.57
73983673,3,1,3.25,-24.64,-23.97
74133786,0,0,3.11,3.35,-24.69
74133786,1,1,2.99,60,48
74133786,2,1,3.15,-22.65,14.38
74133786,3,0,3.31,-24.99,-23
74283655,0,0,3.08,3.28,-24.105
74283655,1,1,3.01,59.94,53.54
74283655,2,1,3.2,-22.1,14.16
74283686,3,1,3.31,-24.102,-23.98
74433707,0,0,3.06,3.37,-24.108
74433707,1,1,2.99,60,48
74433707,2,1,3.16,-24.22,16.31
74433707,3,1,3.22,-25.76,-24.66
74583668,0,0,3.08,2.1,-23.59
74583668,1,1,2.98,60,56.88
74583668,2,1,3.16,-25.125,12.87
74583668,3,1,3.31,-25.28,-24.51
74733628,0,0,3.08,2.108,-23.119
74733628,1,1,3.07,44.5,36.41
74733628,2,1,3.06,-23.6,12.117
74733628,3,1,3.26,-24.99,-21.89
74883650,0,0,3.12,2.65,-24.32
74883680,1,1,3,60,55.34
74883680,2,1,3.11,-23.84,15.1
74883680,3,0,3.34,-23.6,-21.21
75033660,0,0,3.08,2.3,-22.69
75033660,1,1,3.01,60,56.94
75033660,2,1,3.12,-23.34,14.106
75033660,3,1,3.3,-25.112,-22.58
75183803,0,0,3.07,2.37,-23.44
75183834,1,1,3.01,60,59.7
75183834,2,1,3.11,-24.41,12.41
75183834,3,1,3.26,-24.102,-22
75333642,0,0,3.04,3.43,-24.97
75333642,1,1,2.94,60,58.17
75333642,2,1,3.13,-23.24,12.92
75333672,3,1,3.26,-25.118,-21.67
75483816,0,0,3.09,2.106,-24.117
75483847,1,1,3.01,59.89,58.96
75483847,2,1,3.05,-22.7,14.82
75483847,3,0,3.27,-25.59,-23.87
75633654,0,0,3.07,2.57,-21.17
75633654,1,1,3.02,60,56.48
75633654,2,1,3.09,-23.79,14.53
75633654,3,0,3.25,-23.54,-21.4
75783890,0,0,3.11,4.21,-24.86
75783890,1,1,3.02,53.91,48.113
75783890,2,1,3.11,-23.32,15.104
75783890,3,1,3.26,-25.91,-21.1
75933747,0,0,3.13,3.4,-23.96
75933747,1,1,3.01,60,57.104
75933747,2,1,3.06,-23.86,14.68
75933747,3,0,3.33,-25.8,-23.36
76083860,0,0,3.08,2.126,-23.61
76083860,1,1,3.09,41.103,38.58
76083860,2,1,3.16,-23.13,12.98
76083860,3,0,3.26,-25.109,-24.9
76233760,0,0,3.1,2.124,-24.109
76233760,1,1,2.98,60,55.49
76233760,2,1,3.17,-22.94,13.4
76233760,3,1,3.32,-25.19,-24.102
76383964,0,0,3.08,2.69,-22.15
76383964,1,1,3.06,45.28,42.87
76383964,2,1,3.08,-24.59,14.77
76383964,3,1,3.31,-24.53,-21.18
76533772,0,0,3.1,3.74,-23.64
76533772,1,1,3.05,43.123,40.125
76533772,2,1,3.03,-25.9,10.114
76533772,3,1,3.22,-24.3,-22.32
76683702,0,0,3.1,2.107,-22.3
76683702,1,1,3.01,60,57.123
76683702,2,1,3.12,-24.66,14.52
76683733,3,1,3.25,-24.108,-23.63
76833724,0,0,3.1,2.101,-21.38
76833724,1,1,3.03,58.121,58.16
76833724,2,1,3.13,-23.73,13.125
76833724,3,1,3.25,-24.55,-22.1
76983703,0,0,3.07,2.3,-23.91
76983703,1,1,3.02,60,60
76983734,2,1,3.08,-23.88,14.5
76983734,3,1,3.27,-23.55,-22.105
77133786,0,0,3.07,3.43,-22.44
77133786,1,1,2.99,60,60
77133786,2,1,3.19,-24.101,10.67
77133786,3,1,3.25,-22.11,-21.22
77283747,0,0,3.11,2.96,-24.127
77283747,1,1,2.97,60,58.96
77283747,2,1,3.11,-23.22,13.96
77283747,3,1,3.25,-24.116,-21.47
77433921,0,0,3.07,3.22,-24.91
77433921,1,1,2.94,60,58.9
77433921,2,1,3.13,-21.83,12.34
77433921,3,1,3.2,-24.36,-22.4
77583759,0,0,3.09,2.48,-22.48
77583759,1,1,3.1,36.41,32.109
77583759,2,1,3.18,-29.61,11.3
77583759,3,1,3.24,-24.64,-23.67
77733933,0,0,3.07,3.2,-22.83
77733933,1,1,3.05,53.13,48.49
77733933,2,1,3.1,-22.32,11.18
77733933,3,1,3.19,-24.27,-24.12
77883833,0,0,3.1,2.97,-22.76
77883833,1,1,3.05,49.79,48.71
77883833,2,1,3.14,-23.12,15.109
77883833,3,1,3.29,-25.112,-24.1
78033873,0,0,3.02,2.1,-24.89
78033873,1,1,2.99,60,48
78033873,2,1,3.07,-22.12,14.8
78033873,3,1,3.21,-23.81,-22.83
78183834,0,0,3.12,2.123,-25.33
78183834,1,1,3.02,60,60
78183834,2,1,3.13,-24.96,12.113
78183834,3,1,3.29,-23.25,-21.3
78333978,0,0,3.02,2.106,-24.92
78333978,1,1,3.09,49.11,43.59
78334008,2,1,3.07,-25.51,13.15
78334008,3,1,3.29,-24.103,-21.38
78483847,0,0,3.05,2.79,-23.55
78483847,1,1,3.03,60,58.107
78483847,2,1,3.11,-23.99,15.116
78483847,3,1,3.26,-24.29,-22.73
78634021,0,0,3.09,2.71,-22.76
78634021,1,1,3.01,59.53,52.52
78634021,2,1,3.16,-24.105,11.58
78634021,3,0,3.25,-23.1,-22.89
78783798,0,0,3.08,2.41,-22.3
78783798,1,1,3.05,53.92,49.112
78783798,2,1,3.11,-24.13,7.18
78783798,3,1,3.25,-24.45,-22.79
78933808,0,0,3.1,2.85,-22.94
78933808,1,1,3.01,60,59.38
78933808,2,1,3.1,-22.81,14.47
78933808,3,1,3.26,-24.49,-21.23
79083860,0,0,3.09,2.91,-23.1
79083860,1,1,2.97,60,58.11
79083860,2,1,3.14,-23.89,13.78
79083891,3,1,3.27,-26.23,-24.11
79233821,0,0,3.03,2.93,-22.89
79233821,1,1,2.99,60,58.105
79233821,2,1,3.11,-24.67,13
79233821,3,1,3.26,-23.5,-22.3
79383934,0,0,3.07,2.102,-23.23
79383934,1,1,3.11,42.31,35.117
79383964,2,1,3.17,-21.94,14.62
79383964,3,1,3.26,-24.42,-21.43
79533833,0,0,3.11,2.92,-22.69
79533833,1,1,3.02,60,56.62
79533833,2,1,3.14,-22.7,18.41
79533833,3,1,3.25,-25.61,-24.99
79684099,0,0,3.04,2.77,-23.94
79684099,1,1,3.04,60,60
79684099,2,1,3.18,-25.72,11.93
79684099,3,1,3.19,-25.98,-21.96
79833846,0,0,3.1,2.76,-21.28
79833846,1,1,3.09,47.121,46.14
79833846,2,1,3.02,-24.1,14.82
79833846,3,1,3.22,-24.32,-24.126
79984009,0,0,3.11,3.8,-24.93
79984009,1,1,3.03,60,57.24
79984009,2,1,3.06,-24.3,13.63
79984039,3,0,3.29,-24.45,-23.95
80133908,0,0,3.07,2.86,-22.8
80133939,1,1,3.05,46.1,42.11
80133939,2,1,3.14,-22.11,15.4
80133939,3,1,3.26,-25.105,-21.33
80284143,0,0,3.04,2.86,-22.88
80284143,1,1,2.94,60,56.119
80284143,2,1,3.09,-23.77,15.24
80284143,3,1,3.29,-24.12,-23.62
80433921,0,0,3.08,3.33,-22.5
80433921,1,1,3.03,60,58.9
80433921,2,1,3.14,-23.92,16.72
80433921,3,0,3.31,-24.59,-21.13
80584095,0,0,3.07,2.124,-22.112
80584095,1,1,3.13,39.6,35.47
80584095,2,1,3.1,-21.79,15.92
80584095,3,1,3.24,-24.112,-21.8
80733933,0,0,3.11,2.27,-22.106
80733933,1,1,3.03,44.105,42.4
80733933,2,1,3.16,-23.36,15.77
80733933,3,0,3.24,-23.14,-22.92
80883894,0,0,3.1,2.22,-23.111
80883894,1,1,2.94,60,55.87
80883894,2,1,3.14,-24.15,13.8
80883894,3,1,3.29,-24.113,-21.7
81033965,0,0,3.07,2.95,-21.14
81033965,1,1,3.09,47.48,43.54
81033965,2,1,3.14,-23.45,12.81
81033965,3,1,3.26,-24.48,-21.58
81183895,0,0,3.08,2.66,-24.52
81183925,1,1,3.03,60,58.24
81183925,2,1,3.04,-23.95,14.17
81183925,3,1,3.27,-26.105,-22.103
81333917,0,0,3.04,2.53,-22.74
81333917,1,1,3.05,57.86,53.68
81333917,2,1,3.17,-23.7,13.36
81333917,3,1,3.26,-24.35,-23.93
81483938,0,0,3.06,3.14,-23.61
81483938,1,1,3.01,58.16,54.108
81483938,2,1,3.08,-23.17,17.35
81483938,3,1,3.23,-24.24,-22.99
81634143,0,0,3.04,3.31,-25.89
81634143,1,1,2.98,60,56.62
81634143,2,1,3.11,-24.6,15.14
81634143,3,1,3.26,-25.75,-23.123
81783920,0,0,3.1,2.8,-22.37
81783920,1,1,3.03,53.23,50.61
81783951,2,1,3.18,-23.38,11.61
81783951,3,0,3.32,-24.79,-22.107
81933961,0,0,3.08,2.104,-22.12
81933961,1,1,3.03,58.107,56.88
81933961,2,1,3.08,-24.22,10.32
81933961,3,0,3.3,-24.79,-21.31
82084013,0,0,3.06,2.11,-22.52
82084013,1,1,3.02,60,60
82084013,2,1,3.15,-24.44,11.62
82084013,3,0,3.31,-24.98,-23.117
82234187,0,0,3.12,2.76,-22.12
82234187,1,1,2.97,60,59.67
82234187,2,1,3.13,-22.8,16.14
82234187,3,1,3.3,-24.1,-22.115
82384025,0,0,3.05,3.36,-24.3
82384025,1,1,3.07,41.49,40.111
82384025,2,1,3.1,-24.12,10.13
82384025,3,0,3.25,-24.11,-21.4
82534078,0,0,3.1,2.72,-22.86
82534078,1,1,2.98,60,56.12
82534078,2,1,3.14,-23.124,12.31
82534078,3,1,3.23,-24.69,-21.5
82684008,0,0,3.11,2.83,-23.89
82684008,1,1,2.97,60,58.66
82684008,2,1,3.06,-24.85,14.56
82684008,3,0,3.25,-23.13,-22.48
82833968,0,0,3.07,2.48,-22.74
82833968,1,1,3,60,57.32
82833968,2,1,3.2,-24.85,8.127
82833968,3,1,3.21,-25.53,-24.117
82984039,0,0,3.11,2.124,-23.85
82984039,1,1,2.99,60,58.8
82984039,2,1,3.06,-23.63,12.9
82984070,3,1,3.25,-26.114,-23.49
83134000,0,0,3.15,3.19,-24.26
83134000,1,0,3.09,38.12,33.9
83134000,2,1,3.18,-23.63,13.75
83134000,3,1,3.26,-25.98,-21.98
83284052,0,0,3.06,2.101,-23.91
83284052,1,1,2.97,60,54.8
83284052,2,1,3.04,-27.28,15.33
83284052,3,1,3.25,-24.57,-22.75
83434012,0,0,3.08,2.67,-21.66
83434012,1,1,3.03,52.74,50.94
83434012,2,1,3.18,-24.104,11.98
83434012,3,0,3.32,-23.33,-23.42
83584186,0,0,3.03,2.97,-22.54
83584186,1,1,3.01,60,48
83584186,2,1,3.16,-22.31,16.97
83584186,3,1,3.24,-24.101,-21.48
83733994,0,0,3.09,2.74,-21.56
83733994,1,1,2.97,60,48
83733994,2,1,3.14,-23.42,13.126
83734025,3,1,3.2,-24.81,-21.59
83884016,0,0,3.09,2.53,-22.56
83884016,1,1,2.98,60,56.7
83884016,2,1,3.12,-24.86,10.21
83884016,3,1,3.28,-25.115,-20
84034026,0,0,3.15,3.74,-24.9
84034026,1,1,3.04,54.12,52.54
84034056,2,1,3.11,-23.81,13.93
84034056,3,1,3.27,-23.4,-21.17
84184048,0,0,3.09,2.83,-23.55
84184048,1,1,2.98,60,57.11
84184048,2,1,3.13,-23.108,13.119
84184048,3,1,3.26,-24.3,-23.115
84334100,0,0,3.1,2.13,-23.122
84334130,1,1,3.06,52.91,48.12
84334130,2,1,3.13,-22.8,13.52
84334130,3,1,3.24,-25.118,-22.107
84484030,0,0,3.06,3.57,-24.31
84484030,1,1,2.99,60,56.75
84484030,2,1,3.11,-23.72,15.42
84484060,3,1,3.25,-26.125,-23.66
84634112,0,0,3.06,3.29,-23.43
84634112,1,1,3.09,47.75,44.44
84634112,2,1,3.05,-22.25,17.82
84634112,3,0,3.3,-24.112,-22.73
84784042,0,0,3.09,2.44,-22.82
84784042,1,1,2.98,60,48
84784042,2,1,3.11,-21.123,13.46
84784073,3,1,3.24,-24.47,-23.97
84934113,0,0,3.09,3.9,-23.9
84934144,1,1,2.95,60,59.43
84934144,2,1,3.14,-23.1,13.56
84934144,3,1,3.24,-24.115,-23.116
85084074,0,0,3.07,2.66,-24.95
85084074,1,1,3.01,60,56.112
85084074,2,1,3.07,-26.92,12.12
85084074,3,1,3.29,-24.75,-21.1
85234279,0,0,3.06,3.22,-24.41
85234279,1,1,3.05,52.16,47.95
85234279,2,1,3.04,-24.24,12.74
85234279,3,1,3.29,-25.127,-23.14
85384178,0,0,3.09,3.4,-23.113
85384178,1,1,3.03,48.103,41.122
85384178,2,1,3.12,-24.77,13.24
85384178,3,1,3.25,-24.122,-23.31
