timestamp[us],x[m],y[m],z[m],qx,qy,qz,qw
106589942,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106598450,-1.3506588067843613e-05,3.361934549452882e-05,6.811528622409896e-06,-0.000289868825076608,-0.0002809924290172298,0.0002593587128473994,0.999999884876182
106606959,-5.5945628246858705e-05,0.00013526780738792846,3.0460865339170955e-05,-0.0005014892335060083,-0.00043188664140247115,0.0005179859184841076,0.9999996468364706
106615466,-0.00012990368516065053,0.0003047281038906641,7.538388173783632e-05,-0.0006012698801401041,-0.0004536533562814737,0.000778489940667792,0.9999994133131159
106623491,1.154585669084902,-3.1931450237707892,0.9091950434357138,-0.00047053952676294903,-0.000354934480590124,0.001017562077874302,0.9999993085905039
106631968,1.1547776113812627,-3.1937588077182615,0.9095312629817994,-0.00022546833748542677,-0.00026938907079039024,0.0012646578338329146,0.9999991386166893
106640476,1.1549419554633178,-3.1943112259852064,0.9098757402827363,0.00017466794321400805,-0.00019202025434042542,0.001494311293595573,0.9999988498258832
106648516,1.1550736197181315,-3.1947748168472505,0.9102021433062695,0.0005596860880758428,-0.00022312520262086186,0.001677043324256524,0.9999984122448972
106656073,1.1551811877495528,-3.1951584564935684,0.9105038300629765,0.0008485733503483773,-0.00032465170568365183,0.001826117109847816,0.9999979199082568
106664581,1.1552845499087585,-3.195528069462653,0.9108347788763055,0.0010235369044056752,-0.0004518408627877804,0.0019381460097788919,0.9999974958979071
106673089,1.1553642309390226,-3.1958294520877444,0.911158366360839,0.0010427187065191951,-0.0005797055617543982,0.002011545001638689,0.999997265179194
106681597,1.1554145318762676,-3.196062382493913,0.911477094310476,0.0009717159614353845,-0.0007179094975186359,0.0020821436122762985,0.9999971025218131
106690217,1.155433276175158,-3.1962302291745024,0.9117964103704622,0.0009410422630485192,-0.0008706768150302104,0.00217764360607632,0.9999968071097367
106698307,1.1554224586508386,-3.1963274392386323,0.9120929412964506,0.0010160154479643795,-0.0009705737727046512,0.0022701352494364046,0.9999964360862045
106706139,1.1553878241184459,-3.1963665899686533,0.9123772228319571,0.001174169306468229,-0.0010177754696885962,0.002355475809187127,0.9999960185886968
106714616,1.1553264805912582,-3.1963469941958773,0.9126827298702089,0.0013811093533236806,-0.001047759253744779,0.0024452777019458474,0.9999955076671397
106722768,1.155246572979762,-3.1962670835008624,0.9129739987850309,0.001573113055151966,-0.001081652335216652,0.002525382309601462,0.9999949888813102
106730681,1.1551501957016914,-3.1961322829371777,0.9132534460777457,0.001750282208387153,-0.001125505766794798,0.0025940835953466345,0.9999944702243408
106739189,1.155024988113848,-3.195923579574291,0.9135501474385753,0.0019363117697768486,-0.0011959560885591988,0.0026741096321816977,0.9999938347427146
106747666,1.1548744865334155,-3.195647696115611,0.9138432422286557,0.0021379010129292525,-0.0012629393874407898,0.002776099572555106,0.9999930637932075
106756296,1.1546910089721925,-3.1952948749281704,0.9141407018624191,0.0023814116861942338,-0.001259476705531514,0.0029090512301232,0.9999921399779849
106764345,1.1642582148728693,-3.1716656369054586,0.8665501131779,0.0016842711222899407,-0.0008867638795123129,0.003007760225825662,0.9999936651094509
106772238,1.1645879838054405,-3.1699037742632377,0.8641328553870933,0.0020633404096983654,-0.0007940653772531828,0.00320039327150543,0.9999924347561027
106780746,1.1649169818691791,-3.1679363225112285,0.8615170242549904,0.0025406808738818996,-0.0007168831179905159,0.0034476275704260454,0.9999905723972742
106788666,1.1651995815187388,-3.166041144912023,0.8590652456370107,0.0029698793782545066,-0.0006380450482592784,0.0037217993334608384,0.9999884603957769
106797174,1.1654781693658336,-3.163936122316232,0.8564068422997645,0.0033120274651624506,-0.0005357192789140857,0.00405400669491316,0.9999861541584673
106805682,1.1657348298396495,-3.1617598132593274,0.8537233064760507,0.0034019354903604246,-0.00045398694346152866,0.004447303861980089,0.9999842209850783
106813796,1.1659635882315011,-3.1596204283064337,0.8511446920961144,0.0032244988698566486,-0.0004205987690716861,0.004858381836773982,0.9999829107688
106824131,1.1662394436197794,-3.1568142987376064,0.84784299525049,0.002760306438493242,-0.0004920815994007398,0.005393933126858845,0.9999815218540231
106832639,1.166458503330686,-3.154442257132936,0.8451208540773628,0.002281908391850363,-0.0006634563791490269,0.005799767464851489,0.9999803575156253
106840138,1.1666488418936132,-3.152309144859237,0.842727537529563,0.0018999588525528616,-0.0008542312998665065,0.006106338230190996,0.9999791863227272
106846846,1.166818566858472,-3.150369188942343,0.8405965698982015,0.0016601345689391009,-0.0010053211535054126,0.006333987250778461,0.999978056703295
106854372,1.1670085300928401,-3.1481583619454123,0.8382200446850164,0.0015601297609398345,-0.0011473251471403366,0.006533377535154074,0.9999767820395227
106862880,1.1672222455553025,-3.145616721255506,0.8355512700777168,0.0016720628457567637,-0.0012833194077056093,0.006682147092033365,0.9999754528024066
106871388,1.1674326706447837,-3.143030554838416,0.8328959427906482,0.0019816861454527877,-0.0013705737570657095,0.006769250821723039,0.9999741855122611
106879896,1.1676338055278843,-3.1403975918015736,0.8302462089099563,0.0024320538555435392,-0.001392662580409034,0.006809945145466086,0.9999728847584302
106888554,1.1678202920910805,-3.137665066506984,0.827549696867628,0.002887498414748139,-0.0013909829914336338,0.006846189572728276,0.9999714281956044
106897031,1.167977878450799,-3.134934417268258,0.8249041725421596,0.0032252797222931608,-0.001421090568015084,0.006921738196576554,0.9999698333513108
106904912,1.1680992520175681,-3.132346569275625,0.8224351647414437,0.0034004260277925684,-0.0015165664507115267,0.007047282036828332,0.9999682359679849
106912965,1.2049424873946692,-3.182373355195683,0.8331157299553846,0.1296235600107245,0.08392568876780772,0.002496782789635848,0.9880020129183424
106920552,1.207901649214851,-3.1839465607731676,0.8313976892914754,0.12957675081034054,0.08369402360872621,0.002626076925315707,0.9880274691432416
106929060,1.211320077547092,-3.1858319996800466,0.8294482143368875,0.12945670215588034,0.0833978105559634,0.0027332097136527267,0.9880679617445636
106937568,1.214846438643998,-3.187847485086137,0.8274751009200239,0.12936113724795548,0.08313449117877043,0.00278987665500982,0.988102509426331
106946076,1.2184810395524195,-3.1899929322266978,0.825480962208,0.12932761153322872,0.08293371147774069,0.0027987378424236147,0.9881237450148269
106954663,1.2222595031768813,-3.1922885243739856,0.8234518000433527,0.12936173380577495,0.08279713668232942,0.0027630476172569715,0.9881308322038312
106962680,1.2258866540228675,-3.1945484921299268,0.8215449507875829,0.12946022467674242,0.08271123054241837,0.0026875983093455325,0.9881253358679424
106971188,1.2298397907984688,-3.1970696501870317,0.8195062975765657,0.12967076635389505,0.08268322870178689,0.0025467131620227593,0.9881004454491011
106979095,1.2336062495676703,-3.199525085084267,0.8175937889746313,0.12996713325980233,0.08269486787040817,0.002371708585952837,0.9880609688164531
106987717,1.2378077730585837,-3.202322583938178,0.8154839610951654,0.13035256271366766,0.08276244749837137,0.002128054374073061,0.9880050900995601
106995510,1.2416858877020363,-3.204954747202369,0.8135528070477314,0.1306741137704521,0.0828668465145988,0.0018977562096058223,0.987954331060096
107003637,1.2458092093952602,-3.207800430439084,0.811513593577712,0.13090596517370043,0.08297406156876723,0.0016823084158971392,0.9879150283435909
107012145,1.2502088406334084,-3.2108884436416285,0.8093497010203584,0.13100719236590275,0.0830629499479689,0.0014942926696447235,0.987894442227388
107019702,1.2541840887686246,-3.213725303329462,0.807402452470655,0.13098770807203453,0.08308478085068464,0.0013527906962583402,0.9878953939979482
107028210,1.2587305768345947,-3.217025323625113,0.8051840159095582,0.13089831485532533,0.0830919958400135,0.0012241870534566122,0.9879068036821173
107036687,1.2633326787015293,-3.2204251429940207,0.8029506627103074,0.1307721633781891,0.08313939513996634,0.0011367962710824217,0.9879196272751072
107045195,1.2680229173213597,-3.2239490548345535,0.8006915500662679,0.13062422349362904,0.08325104156637679,0.0011053642371638144,0.9879298327739187
107053790,1.2728342919576408,-3.227622200552254,0.798394684289921,0.13049417949428452,0.08344866272550366,0.001143990593598165,0.9879303017384174
107061721,1.184636778554967,-3.1813556886512555,0.9860071363904335,0.05565313080054549,-0.10515282253054321,-0.27465446850525493,0.9541543564204135
107069737,1.1825880192068465,-3.182287936587726,0.9914564969744708,0.05452274909761083,-0.10541799907118977,-0.27474914598712297,0.954163100356544
107078245,1.1802360959997023,-3.1832284577665577,0.9973337346249374,0.05335356393335178,-0.10569414899418772,-0.2748344282839753,0.9541740832331511
107086267,1.177851303959241,-3.1840681674191713,1.0029600506205,0.05222203948035412,-0.10596049782221002,-0.27489650871927485,0.9541892584743006
107094279,1.1753056751105095,-3.1848590375164796,1.0086608464931008,0.050967358227563424,-0.10629094919073588,-0.2749321323457978,0.9542100843730528
107102787,1.1724227130398455,-3.1856465311606468,1.014807287737235,0.049423063670295565,-0.10679744876497796,-0.2749615721393773,0.954226283206125
107111295,1.169357396228074,-3.1863837426934456,1.0210555830622488,0.047701924932103644,-0.10745774888688361,-0.27500676548140573,0.954226722273795
107119411,1.166265933816086,-3.187044563919403,1.027116431262457,0.04599931930021773,-0.10814367452904168,-0.27509324076595465,0.9542079003907681
107127918,1.1628499443836748,-3.187694472373507,1.033579901190165,0.04427519013018671,-0.1088093844668407,-0.27521422320974126,0.9541788913688783
107136426,1.1592503779373036,-3.1882981271166444,1.040162765479287,0.042675750719935235,-0.10938990672385572,-0.2753303207551288,0.9541518972785801
107144375,1.155717976301412,-3.1888168852342735,1.04642250800966,0.04132484121257551,-0.10989784300037347,-0.27540598890352663,0.9541311560150897
107151901,1.1522210178097907,-3.18926600492363,1.0524446294256244,0.04018384851891161,-0.11037294472599822,-0.2754484464202555,0.9541127945664435
107160409,1.1480908776323864,-3.1897242635219816,1.05935928594789,0.039026685721543386,-0.11090259125005755,-0.2754773708523337,0.9540910602263813
107168917,1.1437778194984525,-3.1901300482843973,1.066384014395864,0.03788763433181541,-0.11145691178959329,-0.27550816074701096,0.9540634870598836
107177395,1.1393047410773158,-3.190483032032157,1.073493478784472,0.03665751561376162,-0.11204922887762658,-0.27557299402831226,0.9540234388206758
107186025,1.1345773038262221,-3.190791864809547,1.0808419152515603,0.035299544144402305,-0.11265490462838369,-0.2756977318323157,0.9539672820956092
107194533,1.1297467389848168,-3.1910478001386418,1.0881937911326458,0.03392801840370381,-0.11323988234675267,-0.2758692332229236,0.9538982046184424
107202578,1.1250242467726639,-3.191244157983337,1.0952437762747131,0.03263685922412663,-0.11380967216919372,-0.2760625980854919,0.9538194985839896
107210475,1.1202414815242538,-3.1913901665327815,1.1022586088549498,0.03139382208663655,-0.1144044174029314,-0.2762674993654142,0.9537307408319547
107219283,1.1497395475862326,-3.190064206466778,0.9791197504887079,0.04356555137720619,-0.08577387232617179,-0.11700867926273803,0.98846034545477
107227791,1.14612519645769,-3.1908194091123594,0.9816212186970712,0.04259937519478814,-0.08650716175492922,-0.11719131655448244,0.9884169158418664
107236299,1.1423778659740458,-3.1915665979892047,0.9841414721707253,0.04169430690767723,-0.08714544955195452,-0.1173801728364424,0.988377028475856
107244807,1.1384988632612043,-3.192301803054806,0.9866824406806691,0.04078001688934737,-0.08769052057638796,-0.11759327385153356,0.9883416336310158
107252164,1.1350391559733506,-3.1929258109422625,0.9888981626605419,0.03993892994714236,-0.08810287040494273,-0.11781501104817814,0.9883129004889114
107260672,1.1309151487447677,-3.193631912048417,0.9914830012960547,0.03890636302154618,-0.08856819180065217,-0.11812121014934848,0.988275948321344
107268844,1.126828014390936,-3.194292503055723,0.9939911357855978,0.037848678924584954,-0.08906797592788311,-0.1184542414297563,0.988232242873645
